idMorada,rua,nPorta,localidade,codPostal,pais,detalhes
529,Comanche,6915,Karakul’,None,Uzbekistan,None
530,Merrick,8,Kolomyagi,198264,Russia,None
531,Fieldstone,0,Patria,2005,Philippines,None
532,Gerald,68950,Krayen,None,Indonesia,None
533,Scott,44,Midoun,None,Tunisia,None
534,Blackbird,1210,Luna,3813,Philippines,None
535,Hoffman,914,Norrköping,603 86,Sweden,None
536,Redwing,53130,Jatinagara,None,Indonesia,None
537,Sachs,1678,Ljubešćica,42222,Croatia,None
538,Shasta,55341,Narutochō-mitsuishi,779-0311,Japan,None
539,Independence,7725,Hudson,J0N,Canada,None
540,Thompson,4935,Baiju,None,China,None
541,Hazelcrest,5,Tabu,6122,Philippines,None
542,Dayton,6,Tempuran,None,Indonesia,None
543,Annamark,202,Azteca,93270,Mexico,None
544,Starling,8496,Camingawan,5016,Philippines,None
545,Sutherland,7,Oporapa,418008,Colombia,None
546,Brickson Park,12677,Khodzhi-Gasan,None,Azerbaijan,Room 1802
547,Messerschmidt,13612,Sukapura,None,Indonesia,None
548,Porter,5976,Liuqu,None,China,None
549,Sullivan,2123,Ishikawa,960-1476,Japan,None
550,Hazelcrest,4240,Sarajevo,None,Bosnia and Herzegovina,None
551,Milwaukee,664,Battaramulla South,10600,Sri Lanka,None
552,Columbus,1,Mabini,6313,Philippines,None
553,Troy,2,Komorní Lhotka,739 53,Czech Republic,None
554,Eagle Crest,552,Sulop,8009,Philippines,None
555,Village Green,81807,Alcáçovas,7090-021,Portugal,None
556,Brickson Park,3,Santiago De Compostela,15899,Spain,None
557,Ridgeview,68674,Gedongmulyo,None,Indonesia,None
558,Calypso,5075,Parreira,2140-514,Portugal,None
559,Anderson,9150,Ambatolampy,None,Madagascar,None
560,Arizona,45343,Annan,None,China,Room 409
561,Lake View,36563,Heiiyugou,None,China,PO Box 49537
562,Bobwhite,200,Qal‘ah-ye Kūf,None,Afghanistan,None
563,Sutherland,9872,Cergy-Pontoise,95897 CEDEX,France,None
564,Roxbury,29697,Bandar Pusat Jengka,26485,Malaysia,None
565,Dottie,918,Fāqūs,None,Egypt,None
566,American Ash,94,Gyumri,None,Armenia,None
567,Sachtjen,41657,Sacramento,94263,United States,None
568,Trailsway,1592,Kuteynykove,None,Ukraine,None
569,Dottie,1,Nyachera,None,Uganda,None
570,Shasta,615,Drawsko,64-733,Poland,None
571,Melrose,573,Sigayevo,427990,Russia,None
572,Roxbury,9405,Nizhyn,None,Ukraine,None
573,Sunnyside,4498,Kao Liao,60230,Thailand,None
574,7th,29877,Wugui,None,China,None
575,Jay,417,Nalinggou,None,China,None
576,Canary,90,Nanshe,None,China,None
577,Nobel,67386,Qingtong,None,China,None
578,Esch,7114,Palaihari,None,Indonesia,None
579,Messerschmidt,6,Urkarakh,368580,Russia,None
580,Lukken,6322,Rubio,None,Venezuela,None
581,Russell,66137,Lastoursville,None,Gabon,None
582,Daystar,4130,Yermish’,391660,Russia,None
583,Columbus,8584,Lyubech,None,Ukraine,None
584,Luster,95316,Darma,None,Indonesia,None
585,Mendota,4,Xunjian,None,China,None
586,Saint Paul,989,Sacramento,95813,United States,None
587,Goodland,94935,Shilovo,391545,Russia,None
588,Bartillon,1,Norrköping,603 52,Sweden,None
589,Hansons,523,Pamupukan,None,Indonesia,None
590,Fallview,77,Hong’an Chengguanzhen,None,China,None
591,Spaight,56,Nangalimang,None,Indonesia,Room 1373
592,Tony,25345,Shihua,None,China,None
593,Sunfield,66,Ipoh,30674,Malaysia,None
594,Badeau,585,Dibba Al-Fujairah,None,United Arab Emirates,None
595,Hayes,16,Dikson,647341,Russia,None
596,Pepper Wood,1,Banjar Bias,None,Indonesia,None
597,Nelson,920,Apitong,4405,Philippines,None
598,Scoville,7952,Horodne,None,Ukraine,None
599,Coolidge,59389,Mabuttal East,3517,Philippines,None
600,Cardinal,10215,Itapevi,06650-000,Brazil,None
601,Hauk,48741,Filótion,None,Greece,None
602,Jay,9556,Lagdo,None,Cameroon,None
603,Green Ridge,4,Varāmīn,None,Iran,None
604,Melvin,7003,Ambovombe,None,Madagascar,None
605,Birchwood,10,Partenit,None,Ukraine,None
606,Merry,3104,Naushahro Fīroz,67131,Pakistan,None
607,Marcy,981,Owerri,None,Nigeria,None
608,Manufacturers,86107,Isabela,6128,Philippines,None
609,Dunning,3,Chupa,186670,Russia,None
610,Calypso,32,Paclolo,6103,Philippines,None
611,Grover,260,Toulouse,31403 CEDEX 9,France,None
612,Spenser,204,Kalmunai,32300,Sri Lanka,None
613,Pond,2,Lyon,69413 CEDEX 06,France,None
614,Warrior,80,Playas,None,Ecuador,None
615,Pawling,7914,Göteborg,411 21,Sweden,None
616,Glendale,3381,La Esperanza,37900,Mexico,None
617,Florence,436,Itapevi,06650-000,Brazil,None
618,Dahle,60,Bentar Girang,None,Indonesia,None
619,Heffernan,31305,Nanyang,None,China,None
620,Warrior,38981,Tīrān,None,Iran,None
621,Tennessee,72278,Mashan,None,China,None
622,Mosinee,71,Jalālpur,50781,Pakistan,None
623,Stephen,9,Riah,None,Morocco,None
624,Pepper Wood,72,Tādif,None,Syria,None
625,Eggendart,1401,Bunut,None,Indonesia,None
626,Ryan,51,Klaeng,21110,Thailand,None
627,Knutson,55805,Bobadela,3405-006,Portugal,None
628,Packers,4,Cleveland,44105,United States,None
629,Ohio,88355,Baolin,None,China,None
630,Shoshone,744,Firenze,50136,Italy,None
631,Sutherland,17460,Wuxia,None,China,None
632,Raven,624,Fuyang,None,China,None
633,Everett,511,Wasilków,16-010,Poland,None
634,Reindahl,52,Hwaseong-si,None,South Korea,None
635,Ridgeview,0,Sainyabuli,None,Laos,None
636,Forest,904,Kato Pyrgos,None,Cyprus,None
637,Monument,88019,Dalarik,None,Armenia,None
638,Melody,51805,Žulová,790 65,Czech Republic,20th Floor
639,Coolidge,227,Candelária,96930-000,Brazil,None
640,Roxbury,4966,Rostokino,461149,Russia,None
641,Nova,66,Maturín,None,Venezuela,None
642,Manufacturers,79,Al Fandaqūmīyah,None,Palestinian Territory,None
643,Buena Vista,17832,Pembroke,K8B,Canada,None
644,Eastlawn,802,Tando Muhammad Khān,70220,Pakistan,None
645,Larry,76,Paulínia,13140-000,Brazil,None
646,Manley,794,Padova,35129,Italy,None
647,Packers,923,Chinju,None,South Korea,None
648,Beilfuss,4,Burgau,8650-104,Portugal,None
649,Fairfield,4532,San José,40602,Costa Rica,None
650,School,309,Połajewo,64-710,Poland,None
651,Debs,563,Baltimore,21281,United States,None
652,Northridge,64,Jieshan,None,China,None
653,Katie,15,Otavi,None,Namibia,None
654,Donald,2020,Trambalan,None,Indonesia,None
655,American Ash,577,Símantra,None,Greece,None
656,Nancy,1823,Bayan Qagan,None,China,None
657,Di Loreto,82351,Tucurú,16006,Guatemala,Suite 37
658,Randy,183,Wulipu,None,China,None
659,Hazelcrest,96505,Odrinhas,2705-707,Portugal,None
660,Knutson,38462,Pégeia,None,Cyprus,None
661,Little Fleur,974,South Tangerang,None,Indonesia,None
662,Luster,852,Bastak,None,Iran,Apt 1865
663,Bellgrove,2363,Colonias Unidas,3515,Argentina,None
664,Mosinee,93214,Tianxingchang,None,China,None
665,Sugar,50,Kortowo,11-041,Poland,None
666,Southridge,3819,Dembeni,97660,Mayotte,None
667,Sommers,71827,Paquera,60105,Costa Rica,None
668,Rusk,2,Mingora,19130,Pakistan,Suite 64
669,Judy,81,Masjed Soleymān,None,Iran,None
670,Hoffman,9317,Juazeiro do Norte,63000-000,Brazil,None
671,Walton,67,Rachanie,22-640,Poland,None
672,Duke,91775,Lions Bay,K4K,Canada,None
673,Park Meadow,292,Ros’,None,Belarus,None
674,Vera,47237,Chengmen,None,China,None
675,Ohio,229,Gouménissa,None,Greece,None
676,Lindbergh,39184,Velká Polom,747 64,Czech Republic,None
677,Lyons,5552,Ciudad Nueva,10208,Dominican Republic,None
678,Talmadge,5625,Nglengkong,None,Indonesia,None
679,Main,7,Souto,4910-060,Portugal,None
680,Brentwood,2890,Taodian,None,China,None
681,Forest Dale,6,Al Ḩajar al Aswad,None,Syria,None
682,4th,4771,Monte Leite,2765-317,Portugal,None
683,Warbler,70,Bataiporã,36980-000,Brazil,None
684,Village Green,694,Matagami,N2M,Canada,None
685,Coolidge,6,Qingfeng,None,China,PO Box 46783
686,Jackson,2864,La Asunción,40703,Costa Rica,19th Floor
687,Dawn,4,Pishaj,None,Albania,None
688,Sherman,82,Kuala Terengganu,21109,Malaysia,None
689,Bunker Hill,9,Villa Altagracia,10701,Dominican Republic,None
690,Miller,7209,Sharga,None,Mongolia,None
691,Ronald Regan,29396,San Antonio,735538,Colombia,None
692,5th,951,Šilheřovice,747 15,Czech Republic,None
693,Dovetail,833,Cintra,2559,Argentina,None
694,Novick,47462,Moroto,None,Uganda,None
695,Lake View,932,Ballivor,D17,Ireland,None
696,International,129,København,1656,Denmark,None
697,Florence,1,Paraparaumu,5254,New Zealand,None
698,Londonderry,573,Toulouse,31085 CEDEX 2,France,None
699,La Follette,39274,Newport,None,Curacao,None
700,Schurz,42,Tugu,None,Indonesia,None
701,Chinook,878,Dalar,None,Armenia,Suite 96
702,Mcbride,864,Pamupukan,None,Indonesia,None
703,Buell,57,Sala,733 24,Sweden,None
704,Dawn,7,Virginia,D18,Ireland,None
705,Elka,4876,Al Badārī,None,Egypt,None
706,Pond,2,Calvão,3840-045,Portugal,None
707,Dakota,77,Songgui,None,China,None
708,Sutherland,971,Xichuan,None,China,None
709,Badeau,25394,Bobota,32225,Croatia,None
710,Superior,9983,Starobelokurikha,659633,Russia,None
711,Summit,58421,Lidingö,181 72,Sweden,None
712,Dunning,7,Iwai,700-0046,Japan,None
713,Gateway,9,Nakhon Phanom,48000,Thailand,None
714,Grover,2324,Al Jubayhah,None,Jordan,None
715,Roth,5944,Semboropasar,None,Indonesia,None
716,Buell,366,Qingzhou,None,China,None
717,Mallory,9,Al Marsá,None,Tunisia,None
718,Jenifer,63,El Puente,None,Honduras,None
719,Briar Crest,43,Aleksandrów,26-337,Poland,None
720,Anzinger,78608,Khirbat Tīn Nūr,None,Syria,18th Floor
721,Steensland,0,Jintao,None,China,None
722,Mccormick,87,Dagou,None,China,None
723,Crest Line,830,Kotaagung,None,Indonesia,None
724,Nova,53,Tīrān,None,Iran,None
725,Hintze,24,Houping,None,China,None
726,Maple Wood,311,Asadābād,None,Afghanistan,None
727,Old Gate,4,Kazuno,877-1107,Japan,Apt 1825
728,Buena Vista,6,Kanie,498-0062,Japan,None
729,Springs,47416,Przeworsk,37-240,Poland,Apt 1321
730,Bayside,68108,Yekaterinovka,692974,Russia,None
731,Shoshone,2724,San Miguel,8301,Philippines,None
732,Paget,98143,Micheng,None,China,None
733,1st,959,Smyshlyayevka,461990,Russia,None
734,Sutteridge,54,Huyuan,None,China,None
735,Farragut,4,Heshang,None,China,None
736,Stone Corner,3,Vodnjan,52215,Croatia,None
737,Manley,7,Cergy-Pontoise,95032 CEDEX,France,None
738,Dapin,70,Tiecun,None,China,None
739,Northview,6,Kista,164 45,Sweden,None
740,Welch,4383,São João de Meriti,25500-000,Brazil,None
741,Pankratz,7,Anle,None,China,Apt 1374
742,Forest Dale,71,Mosar,None,Belarus,None
743,Sugar,46,Pengulu,None,Indonesia,Room 620
744,Graceland,396,Skanör,239 35,Sweden,None
745,Sullivan,71,Hedaru,None,Tanzania,None
746,Alpine,1,Bugojno,None,Bosnia and Herzegovina,None
747,Graedel,86,Hujia,None,China,None
748,Debs,9547,Paris 04,75195 CEDEX 04,France,None
749,2nd,2,Porvoo,6500,Finland,None
750,Ridgeway,91,San Buenaventura,None,Honduras,None
751,Heath,409,Al Manqaf,None,Kuwait,None
752,Bayside,5,Krajan Caluk,None,Indonesia,None
753,Red Cloud,96070,Shar,None,Kazakhstan,None
754,Memorial,36158,Jinchuan,None,China,None
755,2nd,36308,Goodlands,None,Mauritius,None
756,Gerald,96,Zapatero,None,Peru,None
757,Grayhawk,1,New Brunswick,8922,United States,None
758,Carpenter,53858,Kokhanava,None,Belarus,None
759,Crest Line,4486,Wenchang,None,China,None
760,Ruskin,199,Honghua’erji,None,China,None
761,3rd,65,Macapá,68900-000,Brazil,None
762,Del Sol,4,Lübeck,23568,Germany,None
763,Aberg,60988,Narva,None,Estonia,Apt 1292
764,Jenifer,3,Tyoply Stan,391237,Russia,None
765,Meadow Ridge,1109,Hepu,None,China,None
766,Surrey,16887,Laibin,None,China,None
767,Anhalt,23,Loacan,2612,Philippines,None
768,Amoth,89,Limulan,9808,Philippines,None
769,Express,6155,Xiangjiazhai,None,China,None
770,Mendota,6289,Corga,4960-330,Portugal,None
771,South,2438,Frutillar,None,Chile,None
772,Rieder,9456,Hengshui,None,China,None
773,Stuart,7,Waajid,None,Somalia,None
774,Stang,419,Barreiras,4990-434,Portugal,None
775,Granby,1921,Fagersta,737 42,Sweden,None
776,Kropf,223,Tiout,None,Morocco,None
777,Northfield,4501,Raas,None,Indonesia,None
778,Sunfield,189,Saint-Quentin-en-Yvelines,78897 CEDEX,France,None
779,Swallow,6,Aix-en-Provence,13592 CEDEX 3,France,None
780,Crownhardt,3,Wonotirto,None,Indonesia,None
781,Mayfield,5,Ostrowsko,34-432,Poland,None
782,Merry,799,Trelleborg,231 91,Sweden,None
783,Holmberg,8,Olympia,98506,United States,None
784,Stone Corner,605,Dujuuma,None,Somalia,None
785,Mcguire,43,Gezan,None,China,None
786,Sugar,1356,Qingxi,None,China,None
787,Becker,51528,Kalpáki,None,Greece,None
788,Arizona,1,San Isidro,8421,Philippines,None
789,Susan,5245,Cordon,3312,Philippines,None
790,Hoffman,4,Charenton-le-Pont,94224 CEDEX,France,None
791,Clove,30,Ibung,3605,Philippines,None
792,Dayton,96391,Blimbing,None,Indonesia,PO Box 17224
793,Forest Run,2,Pedro Juan Caballero,None,Paraguay,None
794,Pankratz,855,Paris La Défense,92974 CEDEX,France,None
795,Amoth,30,Qujing,None,China,None
796,Scoville,3,Quba,None,Azerbaijan,None
797,Leroy,96988,Marang,None,Indonesia,None
798,Rowland,6698,København,1410,Denmark,None
799,Goodland,78600,Bendo,None,Indonesia,None
800,Hooker,2,Banjarbaru,None,Indonesia,None
801,Karstens,49,Eskilstuna,635 01,Sweden,None
802,Sutteridge,0,Kansas City,64125,United States,None
803,David,59,Novosheshminsk,423190,Russia,None
804,Stang,4723,Atlanta,31119,United States,None
805,Clemons,5,Conceição do Jacuípe,44245-000,Brazil,PO Box 32569
806,Menomonie,7452,Baiquan,None,China,None
807,Muir,192,Xinwu,None,China,None
808,Bayside,18,Shreveport,71137,United States,None
809,Chinook,25755,Ruangwa,None,Tanzania,None
810,Fair Oaks,11315,Borūjerd,None,Iran,None
811,Gulseth,8,Harrismith,9885,South Africa,None
812,Sundown,5873,Shuanglong,None,China,None
813,Corry,55,Pingxiang,None,China,None
814,Cambridge,258,Alto del Espino,None,Panama,None
815,Warbler,64,Maha Sarakham,90160,Thailand,None
816,Granby,5,Prince Albert,6932,South Africa,None
817,Michigan,2,Gunungsari,None,Indonesia,None
818,Warbler,43,Sumber,None,Indonesia,None
819,Amoth,2,Cape Coast,None,Ghana,None
820,Bowman,16069,Zarumilla,None,Peru,None
821,Haas,45,Lastoursville,None,Gabon,None
822,Hoffman,9414,Alastaro,32441,Finland,None
823,Merchant,527,Babahoyo,None,Ecuador,8th Floor
824,Fair Oaks,5977,Iriga City,4431,Philippines,None
825,Ridgeway,81729,Myanaung,None,Myanmar,None
826,Nova,515,Kuntong,None,China,None
827,Kensington,6,Reda,84-240,Poland,Suite 52
828,Schurz,148,Baborów,48-120,Poland,None
829,Cottonwood,4,Ōtawara,329-3155,Japan,None
830,Oriole,22928,Pom Prap Sattru Phai,10100,Thailand,None
831,Ridge Oak,33658,Kukichūō,349-1148,Japan,None
832,Park Meadow,497,Thorpe,BD23,United Kingdom,None
833,Twin Pines,1935,Zhongxing,None,China,PO Box 47885
834,Orin,9051,Álvares Machado,19160-000,Brazil,None
835,Old Shore,353,Pasadena,91131,United States,None
836,Golf Course,20,Jince,262 23,Czech Republic,None
837,Sunbrook,41,Priyutovo,452189,Russia,None
838,Trailsway,173,Barengkok Hilir,None,Indonesia,PO Box 9984
839,Mccormick,88961,Datarnangka,None,Indonesia,None
840,Chive,35070,Itsandzéni,None,Comoros,None
841,Parkside,5,Doroslovo,None,Serbia,None
842,Mccormick,58639,Xinmin,None,China,None
843,Troy,0,Osieczany,32-432,Poland,None
844,Ryan,2,Jeminay,None,China,None
845,Vernon,818,Tiraspol,MD-3300,Moldova,None
846,Golf View,59838,Polowat,None,Micronesia,None
847,Lakewood,9,New York City,10125,United States,None
848,3rd,1096,Korolev,249087,Russia,None
849,Bartillon,10,Corinto,191569,Colombia,None
850,Morning,503,Guanbuqiao,None,China,None
851,Columbus,58,Leipzig,4317,Germany,None
852,Lerdahl,90293,Sungayang,None,Indonesia,None
853,Burrows,36536,Los Andes,None,Chile,PO Box 6270
854,Logan,318,Cradock,5884,South Africa,None
855,Dawn,54164,Damiku,None,China,None
856,Drewry,378,Chupa,186670,Russia,Apt 20
857,Hoffman,77425,Baoxing,None,China,None
858,Doe Crossing,8934,Ibaté,14815-000,Brazil,None
859,Moulton,3695,Strazhitsa,5179,Bulgaria,None
860,Mayer,1,Ängelholm,262 57,Sweden,None
861,Westridge,663,Dongling,None,China,None
862,Pearson,8849,Šumperk,787 01,Czech Republic,None
863,Briar Crest,70568,Sanshilipu,None,China,None
864,Kennedy,2956,Sucun,None,China,None
865,Stang,79,Mujiangping,None,China,None
866,Sachs,44935,Gromadka,59-706,Poland,None
867,Lakeland,876,Qiulu,None,China,Room 1939
868,Schmedeman,9,Lizhai,None,China,None
869,Kenwood,4183,San Jose,85227,Mexico,None
870,Del Mar,2449,Phichit,18000,Thailand,None
871,Katie,6109,Temperak,None,Indonesia,None
872,American,61227,Nunchía,851078,Colombia,None
873,Shoshone,0,Almaguer,194089,Colombia,None
874,Union,275,Burayevo,452960,Russia,None
875,Summer Ridge,0,Elliot,5460,South Africa,None
876,Mosinee,66,Permas,None,Indonesia,None
877,Browning,25722,Nanlü,None,China,None
878,Comanche,5,Tabia,None,Morocco,None
879,Welch,71826,Bellavista,37360,Mexico,None
880,Mandrake,8,Motrico,2826,Philippines,None
881,Hooker,140,Velyki Kopany,None,Ukraine,None
882,Dahle,70,Lidingö,181 36,Sweden,None
883,Milwaukee,264,Daxi,None,Taiwan,None
884,Heath,70533,Trélazé,49804 CEDEX,France,None
885,Division,686,Chaeryŏng-ŭp,None,North Korea,Room 1894
886,Anhalt,59,Łeba,84-360,Poland,None
887,Del Mar,6,Haczów,36-213,Poland,Apt 1036
888,Calypso,93,Cárdenas,None,Cuba,None
889,Toban,21810,Strängnäs,645 94,Sweden,None
890,Meadow Ridge,848,Tongxing,None,China,None
891,Pleasure,44,Caridade,7200-224,Portugal,None
892,Spaight,35,Pointe-Noire,None,Republic of the Congo,None
893,Novick,7,Rancabuaya,None,Indonesia,None
894,Dottie,0,Villejuif,94809 CEDEX,France,None
895,Erie,20501,Ya’ngan,None,China,None
896,Esch,864,Huxingshan,None,China,None
897,Eagan,401,Aoji-ri,None,North Korea,None
898,Fallview,3598,Suzano,08600-000,Brazil,None
899,South,193,Armenia,630008,Colombia,None
900,Grayhawk,600,Haliut,None,China,None
901,Northridge,895,Cariaco,None,Venezuela,None
902,Melby,39089,Lunao,5417,Philippines,None
903,Mesta,74,Norrköping,601 14,Sweden,18th Floor
904,Clemons,4,Strassen,L-8069,Luxembourg,None
905,Northwestern,9,Yueyang,None,China,None
906,Oriole,96,Dunaivtsi,None,Ukraine,None
907,Anthes,9587,Tacuatí,None,Paraguay,None
908,Reinke,45,Esposende,4740-010,Portugal,None
909,Crownhardt,776,Paizhou,None,China,None
910,American,97,Tanshi,None,China,None
911,School,6,San Jose del Monte,4502,Philippines,None
912,Division,217,Yingta,None,China,None
913,Waubesa,2499,Santa Bárbara de Padrões,7780-460,Portugal,None
914,Coolidge,840,Linxihe,None,China,None
915,Boyd,9595,Västervik,593 93,Sweden,Suite 74
916,Mitchell,41,Shekou,None,China,20th Floor
917,Graceland,5064,San Vicente,6419,Philippines,None
918,Talisman,15603,Veghel,5464,Netherlands,None
919,Victoria,49038,Praia das Maçãs,2705-126,Portugal,None
920,Larry,97024,Longsheng,None,China,None
921,Mcbride,6,Kedatuan,None,Indonesia,None
922,Goodland,9,Manning,V3A,Canada,None
923,Sundown,9,Solok,None,Indonesia,None
924,Green Ridge,2675,Rio das Ostras,28890-000,Brazil,None
925,3rd,41,Kouvola,45201,Finland,None
926,Birchwood,136,Petrich,2889,Bulgaria,None
927,Arrowood,807,Kruševica,35220,Croatia,None
928,Sullivan,68,Kołczygłowy,77-140,Poland,None
929,Twin Pines,10,Kuaro,None,Indonesia,None
930,International,4107,Salavat,453259,Russia,None
931,Packers,564,Jajce,None,Bosnia and Herzegovina,None
932,Springview,109,Alfenas,37130-000,Brazil,None
933,Spaight,5751,Lomba,3720-709,Portugal,None
934,Mandrake,17,Shanhou,None,China,None
935,Hanover,389,Xike,None,China,12th Floor
936,Steensland,44,Polunochnoye,624577,Russia,None
937,Elka,669,Talmest,None,Morocco,None
938,Scott,3,Nancun,None,China,None
939,Brickson Park,788,Satka,456918,Russia,None
940,Mcbride,558,Zharkent,None,Kazakhstan,None
941,West,98957,Almelo,7609,Netherlands,None
942,Warbler,5,Kanye,None,Botswana,None
943,Colorado,882,Espargos,None,Cape Verde,None
944,Mcguire,436,Kentau,None,Kazakhstan,None
945,Kingsford,911,As Suqaylibīyah,None,Syria,None
946,Upham,19,Jataí,75800-000,Brazil,10th Floor
947,Larry,22,Usman’,399373,Russia,None
948,Harper,7452,Milevsko,399 01,Czech Republic,None
949,Superior,4,Lubbock,79405,United States,None
950,Starling,61,Bojonghaur,None,Indonesia,None
951,Oak,5190,Géfyra,None,Greece,None
952,Huxley,7873,Sarmīn,None,Syria,None
953,Di Loreto,5,Hostouň,345 25,Czech Republic,None
954,Rockefeller,452,Guérande,44356 CEDEX,France,None
955,Nelson,1836,Rumbek,None,South Sudan,None
956,Clove,62,Mapalacsiao,2826,Philippines,Apt 667
957,Mitchell,7090,Rossosh’,689400,Russia,None
958,Eastwood,61612,Tanjung Timur,None,Indonesia,None
959,Bellgrove,8801,Ulsan,None,South Korea,None
960,Buena Vista,891,Ōzu,795-0089,Japan,None
961,Muir,2160,Isaka,None,Tanzania,None
962,Tennessee,377,Yongdong,None,China,None
963,Erie,23714,Anchorage,99599,United States,PO Box 76729
964,Farragut,6,General Alvear,3361,Argentina,None
965,Dunning,36001,Gaozhai,None,China,None
966,Mallory,49,Damāvand,None,Iran,Suite 71
967,Vahlen,901,Buenlag,2424,Philippines,None
968,Lakewood,3906,Almendra,5150-015,Portugal,None
969,Fairview,29,Dalovice,362 63,Czech Republic,None
970,Arrowood,605,Preobrazheniye,429500,Russia,None
971,Westport,94,Leśna Podlaska,21-542,Poland,None
972,Nova,3997,Syców,56-500,Poland,None
973,Dakota,366,Çlirim,None,Albania,None
974,Dakota,349,Oslo,361,Norway,None
975,Pearson,3441,Dongbian,None,China,None
976,Del Mar,9,Sakura,989-2433,Japan,None
977,Prairie Rose,55,Voskopojë,None,Albania,None
978,Hovde,222,Shizikeng,None,China,None
979,Marquette,710,Chenyangzhai,None,China,Apt 413
980,Moose,9827,Pendiqing,None,China,None
981,Hintze,9220,Villefranche-sur-Mer,06234 CEDEX,France,None
982,Monica,23,Changsha,None,China,None
983,Morning,1,Picoto,4830-073,Portugal,None
984,Troy,4495,Krajan Curahcotok,None,Indonesia,None
985,Westend,8,Główczyce,76-220,Poland,None
986,Upham,459,Anaco,None,Venezuela,None
987,Ridge Oak,56313,Gedongmulyo,None,Indonesia,None
988,Raven,4265,Renhe,None,China,None
989,Birchwood,248,Compiègne,60477 CEDEX,France,None
990,American,63,Ladário,79370-000,Brazil,Room 391
991,Portage,6,Jianli,None,China,None
992,Bartillon,9,Hua Sai,80170,Thailand,None
993,Grayhawk,84545,Zuya,None,Ukraine,None
994,Karstens,29,Espinal,733529,Colombia,None
995,Anthes,536,Ostrów Wielkopolski,63-417,Poland,None
996,Lillian,25,Sydney,1043,Australia,None
997,Blue Bill Park,4539,Mentaras,None,Indonesia,None
998,Coleman,972,Russeifa,None,Jordan,None
999,Tennyson,1724,Shah Alam,40582,Malaysia,None
1000,American,84,Pocora,70603,Costa Rica,None
1001,Vidy,4,Lausanne,1000,Switzerland,None
